location_id,user_id,longitude,latitude,start_date,start_time,duration,weekday,name1,name2,name3,name4,name5,category1,category2,category3,category4,category5
200,1,121.577282,24.98662911,2020-09-29,22:02,,3,DORM,2,,,,Dorm,exiting myPlace,,,
201,1,121.5760964,24.98656139,2020-09-29,22:09,,3,National Chengchi University,NCCU College of Commerce,NCCU Main Library,政大四維堂,政大行政大樓,university,university,library,school,school
202,1,121.577282,24.98662911,2020-09-29,23:53,,3,DORM,2,,,,Dorm,entering myPlace,,,
203,1,121.5774279,24.98662848,2020-09-30,12:34,,4,National Chengchi University,政大莊敬一舍,NCCU College of Commerce,全家便利商店 政富店,外交學系,university,school,university,convenience_store,school
204,1,121.5781116,24.98609441,2020-09-30,0:36,,5,National Chengchi University,The Affiliated Experimental Kindergarten of NCCU,金鮨日式料理,政大莊敬一舍,政治大學附實驗國小附幼兒園,university,school,restaurant,school,point_of_interest
205,1,121.5781116,24.98609441,2020-09-30,3:15,,5,National Chengchi University,The Affiliated Experimental Kindergarten of NCCU,金鮨日式料理,政大莊敬一舍,政治大學附實驗國小附幼兒園,university,school,restaurant,school,point_of_interest
206,1,121.577408,24.98648699,2020-09-30,3:17,,4,National Chengchi University,政大莊敬一舍,金鮨日式料理,滇味廚房,NCCU College of Commerce,university,school,restaurant,restaurant,university
207,1,121.577408,24.98648699,2020-09-30,8:42,,4,National Chengchi University,政大莊敬一舍,金鮨日式料理,滇味廚房,NCCU College of Commerce,university,school,restaurant,restaurant,university
208,1,121.5764097,24.98668584,2020-09-30,8:43,,4,國立政治大學商學院,國立政治大學,萊爾富便利商店,國立政治大學商學院圖書分館,逸仙樓,university,university,convenience_store,library,school
209,1,121.577282,24.98662911,2020-09-30,9:14,,4,DORM,2,,,,Dorm,exiting myPlace,,,
210,1,121.5764097,24.98668584,2020-09-30,10:10,,4,國立政治大學商學院,國立政治大學,萊爾富便利商店,國立政治大學商學院圖書分館,逸仙樓,university,university,convenience_store,library,school
211,1,121.5768393,24.98644452,2020-09-30,10:12,,4,National Chengchi University,NCCU College of Commerce,Hilife,NCCU Main Library,國立政治大學商學院圖書分館,university,university,convenience_store,library,library
212,1,121.5767221,24.9863831,2020-09-30,11:30,,4,國立政治大學,國立政治大學商學院,國立政治大學圖書館,萊爾富便利商店,政大,university,university,library,convenience_store,transit_station
213,1,121.5772574,24.986628,2020-09-29,11:50,,3,National Chengchi University,政大莊敬一舍,NCCU College of Commerce,Zhengda Library,全家便利商店 政富店,university,school,university,transit_station,convenience_store
214,1,121.577282,24.98662911,2020-09-29,11:50,,3,DORM,2,,,,Dorm,entering myPlace,,,
215,1,121.577282,24.98662911,2020-09-29,22:02,,3,DORM,2,,,,Dorm,exiting myPlace,,,
216,1,121.5767221,24.9863831,2020-09-30,11:35,,4,國立政治大學,國立政治大學商學院,國立政治大學圖書館,萊爾富便利商店,政大,university,university,library,convenience_store,transit_station
217,1,121.5759396,24.98720623,2020-09-30,16:36,,4,國立政治大學,米塔義式廚房-政大店,國立政治大學商學院,政大一,國立政治大學校警隊,university,restaurant,university,transit_station,point_of_interest
218,1,121.5739741,24.99447309,2020-09-30,16:38,,4,道南萬壽壘球場,Wanshou Bridge (Xinguang Rd.),龐家肉羹,Ruins Coffee Roasters,桌遊星球-政大店/文山區桌遊店/台北桌遊/文山區室內活動/文山區休閒桌遊/文山區室內活動桌遊推薦/文山區下雨天行程桌遊,point_of_interest,transit_station,restaurant,cafe,cafe
219,1,121.5811373,25.00211425,2020-09-30,16:42,,4,风动石圣公庙,Taipei Zoo,賴桑香腸,有間車行,富邦建材有限公司,place_of_worship,zoo,food,car_repair,point_of_interest
220,1,121.5815306,25.0128861,2020-09-30,16:49,,4,Fude Cemetery,土地公嶺古道,富德公墓第四區,Fude Cemetery,磊駿開發股份有限公司,transit_station,tourist_attraction,cemetery,transit_station,point_of_interest
221,1,121.5721958,25.03222746,2020-09-30,16:51,,4,松德臨時平面停車場,Xiangshan Station,樹蛙保育區,御兒產後護理之家,Xiangshan Park,parking,transit_station,park,health,park
222,1,121.5659064,25.03301446,2020-09-30,16:59,,4,Xinyi Plaza,信義廣場地下停車場圍籬式自行車停放區,松煙會館,YouBike,Diamond Tony's Italian Restaurant 101,point_of_interest,parking,museum,point_of_interest,restaurant
223,1,121.5661644,25.04040452,2020-09-30,17:03,,4,羅撒蛋糕專櫃,台灣聯通停車場-市府轉運站場,W Taipei,台灣聯通停車場-誠品信義場,莫爾頓牛排館 Morton's The Steakhouse,bakery,parking,lodging,parking,restaurant
224,1,121.5205319,25.04540102,2020-09-30,17:04,,4,Control Yuan,台北山水戶外休閒用品專門店,Executive Yuan,喜來登,Guest House,tourist_attraction,point_of_interest,point_of_interest,restaurant,restaurant
225,1,121.4756025,25.03152732,2020-09-30,17:12,,4,KDM Hotel,Zhongxiao Xinsheng Station,樂田麵包屋(忠孝新生門市),久年營造股份有限公司,均岱鍋具 - 台北 遠東SOGO忠孝店,lodging,subway_station,bakery,point_of_interest,furniture_store
226,1,121.47509,25.03167269,2020-09-30,17:14,,4,Family Mart,八方雲集仁化店,小喬新疆羊肉串,Banqiao Jiangcui Post Office,霸味薑母鴨,convenience_store,restaurant,restaurant,post_office,restaurant
227,1,121.475267,25.03323842,2020-09-30,17:23,,4,潮粥府沙鍋粥,Masala Zone Indian Restaurant,Hilife,Taiwan Cooperative Bank,7-Eleven,restaurant,restaurant,convenience_store,bank,convenience_store
228,1,121.4719693,25.02946989,2020-09-30,17:33,,4,YouBike,Carrefour Market Banqiao Wenhua Store,Ikari Coffee,金磚烤鴨板橋店,CITY PARKING 城市車旅停車場,point_of_interest,supermarket,cafe,restaurant,parking
229,1,121.4677279,25.02262211,2020-09-30,17:34,,4,Xin Bu Market,KFC Xinpu,『 兩餐 』두끼韓國年糕火鍋吃到飽-板橋店,初牛 板橋新埔店,老蔡水煎包 新埔店,point_of_interest,restaurant,restaurant,restaurant,restaurant
230,1,121.4701013,25.0226062,2020-09-30,17:36,,4,HOME,1,,,,Home,entering myPlace,,,
231,1,121.4701013,25.0226062,2020-09-30,17:37,,4,吃啥冰品飲料店,漁網居酒屋,翁林.林Café,桌遊二三事 Board Game Trivia,全聯福利中心-新埔捷運店,point_of_interest,restaurant,restaurant,point_of_interest,supermarket
232,1,121.4701013,25.0226062,2020-09-30,18:14,,4,HOME,1,,,,Home,exiting myPlace,,,
233,1,121.4690213,25.02268987,2020-09-30,18:15,,4,爭鮮迴轉壽司-新埔店,歐德系統傢俱連鎖事業(板橋店),7-11新埔站門市,Oyami Cafe 新埔店,誠和 證件快照機 水啦!,restaurant,general_contractor,store,restaurant,point_of_interest
234,1,121.5510207,25.04141499,2020-09-30,18:32,,4,ZARA 台北統領店,爭鮮迴轉壽司 忠孝店,忠孝敦化站,明曜百貨公司,問鼎 麻辣鍋 養生鍋-忠孝店,Clothing store,Conveyor belt sushi restaurant,Subway station,Department store,Hot pot restaurant
235,1,121.5547155,25.04201177,2020-09-30,18:41,,4,大師兄銷魂麵舖-忠孝店,麵屋壹の穴 ICHI,HRC舞蹈生活館（忠孝本館）,Subway忠孝延吉店,龍門大廈,Noodle shop,Ramen restaurant,Dance school,Hoagie restaurant,Building
236,1,121.5540671,25.04245764,2020-09-30,18:47,,4,廖嬌米粉湯,日好甜廚,不一樣乾麵,甘蔗の媽媽台北延吉店,三角三韓國道地烤肉-延吉店,Deli,Noodle shop,Dessert restaurant,Bubble tea store,restaurant
237,1,121.5513523,25.04256972,2020-09-30,20:49,,4,AIR SPACE,Plan B 歐陸街頭市集小酒館,屯京拉麵 敦化南路店,瘋茶館,茶街,Clothing store,Tapas bar,restaurant,restaurant,restaurant
238,1,121.5477628,25.04297301,2020-09-30,20:51,,4,Terminal One - TPE,WA-SHU 和酒,燒肉-殿,糖村 SUGER&SPICE 台北敦南店,咖啡弄(忠孝店),Bar,Cocktail bar,Bar & grill,Gift basket store,Cafe
239,1,121.5477628,25.04297301,2020-09-30,20:51,,4,Terminal One - TPE,WA-SHU 和酒,燒肉-殿,糖村 SUGER&SPICE 台北敦南店,咖啡弄(忠孝店),Bar,Cocktail bar,Bar & grill,Gift basket store,Cafe
240,1,121.5477628,25.04297301,2020-10-01,2:29,,5,串燒-殿,溫古咖啡 Wengu cafe,Terminal One - TPE,WA-SHU 和酒,燒肉-殿,Restaurant,Cafe,Bar,Cocktail bar,Bar & grill
241,1,121.5477628,25.04297301,2020-10-01,2:31,,5,Terminal One - TPE,WA-SHU 和酒,燒肉-殿,糖村 SUGER&SPICE 台北敦南店,咖啡弄(忠孝店),Bar,Cocktail bar,Bar & grill,Gift basket store,Cafe
242,1,121.5489445,25.04547906,2020-10-01,2:42,,2,Mitsui Cuisine,Ji Pin Seafood Restaurant,村子口,敦南會館,陸光小館,restaurant,restaurant,restaurant,night_club,restaurant
243,1,121.544184,25.04112875,2020-10-01,3:00,,2,PARTYWORLD Sogo Store,[JJ HAIR SALON 髮型沙龍],啜飲室大安 - Taihu Craft Beer Tasting Room,（BEAU HAIR 台北）東區忠孝復興 推薦剪髮燙髮染髮沙龍 男女都服務,7-ELEVEN 錢忠門市,night_club,beauty_salon,bar,hair_care,convenience_store
244,1,121.5297353,25.04287607,2020-10-01,3:05,,2,台灣聯通停車場-華山場,Huashan 1914 Creative Park,停車場,華山藝文特區,WOW玩行旅台北分館,parking,tourist_attraction,parking,tourist_attraction,lodging
245,1,121.5238142,25.04459396,2020-10-01,3:11,,2,McDonald's,Shandao Temple Station,善導寺站,松鼠Bonbon手作甜點 (ssbonbon),PXMart Huashan Store,restaurant,subway_station,point_of_interest,food,supermarket
246,1,121.471004,25.02284376,2020-10-01,3:15,,6,中山公園,台灣彩券,漁網居酒屋,臨洋港生猛活海鮮(萬板店),中山公園(莊敬路),park,point_of_interest,restaurant,restaurant,transit_station
247,1,121.4701013,25.0226062,2020-10-01,3:15,,5,HOME,1,,,,Home,entering myPlace,,,
248,1,121.470655,25.02276245,2020-10-01,3:23,,5,漁網居酒屋,中山公園,臨洋港生猛活海鮮(萬板店),桌遊二三事 Board Game Trivia,全聯福利中心-新埔捷運店,restaurant,park,restaurant,point_of_interest,supermarket
249,1,121.4706793,25.02276968,2020-10-01,3:23,,5,漁網居酒屋,中山公園,臨洋港生猛活海鮮(萬板店),桌遊二三事 Board Game Trivia,全聯福利中心-新埔捷運店,restaurant,park,restaurant,point_of_interest,supermarket
250,1,121.4701013,25.0226062,2020-10-01,10:03,,5,HOME,1,,,,Home,exiting myPlace,,,
251,1,121.4703577,25.01928227,2020-10-01,10:12,,5,板橋共利車業（PGO 比雅久）,夏慕尼新香榭鐵板燒 板橋民生店,老味噌居酒屋 板橋-新埔店,莊敬公園,明星租車,Motorcycle repair shop,Teppanyaki restaurant,Izakaya restaurant,Park,Car rental agency
252,1,121.4785397,25.01106345,2020-10-01,10:19,,5,正隆麗池,小林麻辣火鍋,中油 正隆站,ViVi PARK中和員山停車場,阿育哥大腸麵線,Apartment complex,Hot pot restaurant,Gas station,Parking lot,Deli
253,1,121.4848527,25.00178813,2020-10-01,10:23,,5,揚日式料理,HYUNDAI-中和展示中心/服務廠,欣格汽車,錢都日式涮涮鍋-中和中正店,拉亞漢堡-中和民樂,Restaurant,Hyundai dealer,Car inspection station,Hot pot restaurant,Brunch restaurant
254,1,121.4671347,24.97926899,2020-10-01,10:35,,5,大清水運動公園,新北市政府土城區廷寮市民活動中心,慈濟道院,智盛裝訂股份有限公司,手信坊創意和菓子文化館,Park,Event venue,Taoist temple,Packaging company,Tourist attraction
255,1,121.4456933,24.97207341,2020-10-01,10:40,,5,捷運土城站,饗饌台灣小吃 土城店,開心農場,輝要無毒菜園,全國宴會館,Subway station,Taiwanese restaurant,Night club,Farm,Wedding venue
256,1,121.4355657,24.96156875,2020-10-01,10:46,,5,延宗車業（超級賽車工廠）,明堂傢俱有限公司,金華鴻廚櫃配件有限公司,禮莊食品,新北市私立土農幼兒園,Car repair and maintenance,Furniture manufacturer,Furniture accessories,Wedding bakery,School
257,1,121.3879384,24.95222134,2020-10-01,10:52,,5,祥玉染整企業股份有限公司,鉦盛汽車服務中心,樹林柑園郵局板橋87支局,僑營橡膠工業股份有限公司,新北市立圖書館樹林柑園圖書閱覽室,Superfund site,Auto repair shop,Post office,Rubber products supplier,Library
258,1,121.336844,24.9378266,2020-10-01,10:55,,5,利隆興實業股份有限公司,7-ELEVEN,新北市立鶯歌高級工商職業學校,吉米汽車鈑金凹痕修復中心 - 鶯歌創始店,新北市立圖書館二甲閱覽室,Industrial equipment supplier,Convenience store,Trade school,Auto dent removal service,Library
259,1,121.2815526,24.90745975,2020-10-01,10:59,,5,大溪埔頂公園,思夢樂流行服飾館-大溪店,善心緣蔬食餐廳,弋果美語大溪仁善校/全美語/補習班/安親班,綠灣創藝餐館,Park,Clothing store,Health food restaurant,Cramming school,Taiwanese restaurant
260,1,121.2003467,24.84854185,2020-10-01,11:07,,5,新澔豐通運股份有限公司,三立傢俱楊銅店,7-Eleven,美廉社龍潭中原店,龍潭高原郵局,Logistics service,Furniture store,Convenience store,Supermarket,Post office
261,1,121.156868,24.80763381,2020-10-01,11:15,,5,捷邦國際科技股份有限公司,吳厝柿餅,隆億工業股份有限公司,,,Manufacturer,Produce wholesaler,,,
262,1,121.136615,24.80296526,2020-10-01,11:21,,5,Free World B&B,鋁記企業有限公司,泰詠水電材料行,泰詠企業有限公司,鑫鑫機器廠,lodging,point_of_interest,point_of_interest,point_of_interest,point_of_interest
263,1,121.0032187,24.75583908,2020-10-01,11:24,,5,福德祠,東昌玻璃行,白沙屯外省牛肉麵,萬善祠,武德宮,Place of worship,Glass shop,restaurant,Place of worship,Place of worship
264,1,121.0032187,24.75583908,2020-10-01,11:25,,5,CPC Yilan Zhongzheng South Road,捷勝機車行,CPC,立昌電機行（立昌汽車保養廠）,順豐不動產顧問有限公司│二胎│借款│債務整合,gas_station,car_repair,gas_station,car_repair,finance
265,1,120.8163817,24.60796464,2020-10-01,11:29,,5,童玩年代包棟別墅,柴柴屋,廣宜建材有限公司,廣角 空間設計‧工程,禾一興業有限公司,lodging,lodging,point_of_interest,general_contractor,point_of_interest
266,1,120.7636923,24.58140928,2020-10-01,11:36,,5,福勝紡織股份有限公司,佳皇紙業股份有限公司,上升岡企業有限公司,West Shanhua,莉久股份有限公司,point_of_interest,point_of_interest,point_of_interest,transit_station,point_of_interest
267,1,120.688742,24.50789389,2020-10-01,11:45,,5,均緯科技有限公司,國楨垃圾收納中心,信佳祥機械有限公司,綠的國際企業股份有限公司 臺南倉,阿勇家餐飲事業 - 漂亮莊園,point_of_interest,point_of_interest,point_of_interest,point_of_interest,restaurant
268,1,120.649202,24.29233395,2020-10-01,11:51,,5,金極雷藏寺,多電工業股份有限公司,大龍棧餐飲事業,祥雲工具股份有限公司,高將精機廠股份有限公司,Buddhist temple,Industrial equipment supplier,Restaurant,Corporate office,Machining manufacturer
269,1,120.6899252,24.24556313,2020-10-01,11:57,,5,中工機械,榮慶企業社,至豐興業有限公司,東澄工業有限公司,倉禾工具股份有限公司,Machine shop,Company,Steel distributor,Manufacturer,Woodworking supply store
270,1,120.6370171,24.18853793,2020-10-01,11:59,,5,全加機車行,JL Motor 佶輪車業有限公司,明松行,一福堂 環二店,B-plus攀岩館,Motorcycle shop,Scooter repair shop,Grocery store,Chinese bakery,Rock climbing gym
271,1,120.6338796,24.17285051,2020-10-01,12:06,,5,高速公路局中區養護工程分局,台灣佳光電訊 西屯服務點,赫里翁傳奇,中港THE ONE住商兩用租賃服務大樓,享溫馨KTV台中店,Government office,Internet service provider,Condominium complex,Business administration service,Karaoke bar
272,1,120.685186,24.16791962,2020-10-01,12:15,,5,Carrefour Chung Teh Store,這一鍋 台中崇德殿,OU JYI Black Tea Shop,段純貞-台中崇德店,聖德科斯 台中崇德門市,supermarket,restaurant,cafe,restaurant,grocery_or_supermarket
273,1,120.6853912,24.17050386,2020-10-01,12:16,,5,水舞饌 茶餐廳 崇德店,輕井澤鍋物-新崇德店,Mr.38 curry Chongde branch,勝博殿 Express,屈臣氏Watsons,restaurant,restaurant,restaurant,restaurant,drugstore
274,1,120.6853912,24.17050386,2020-10-01,13:30,,5,輕井澤鍋物-新崇德店,水舞饌 茶餐廳 崇德店,Mr.38 curry Chongde branch,勝博殿 Express,屈臣氏Watsons,restaurant,restaurant,restaurant,restaurant,drugstore
275,1,120.6377509,24.15148568,2020-10-01,14:41,,5,惠文國小,真鍋珈琲生活館-公益店,強森乳酪蛋糕,森森燒肉 Mori Mori Yakiniku,太子龍公寓大廈,Elementary school,Coffee shop,Cake shop,Yakiniku restaurant,Building
276,1,120.6175439,24.10872498,2020-10-01,14:43,,5,霖記甕缸雞 烏日旗艦店,小時候的大餅（烏日店）,卷卷烘焙 烏日店,烏日車站,摩斯漢堡 高鐵台中店,Taiwanese restaurant,Deli,Dessert shop,Train station,Fast food restaurant
277,1,120.67881,24.049853,2020-10-01,14:50,,5,丁台社區認養園地(花博小展場),品樺花屋,全家便利商店-霧峰五福店,臺中市霧峰區丁台里里活動中心,花媽髮型工作室,City park,Dried flower shop,Convenience store,Senior citizen center,Hairdresser
278,1,120.6646452,23.95373235,2020-10-01,14:56,,5,見成建材行,宏茂五金行,台亞石油,茶一日式午餐,吃口味,Home goods store,Hardware store,Gas station,Restaurant,Restaurant
279,1,120.6823176,23.92395175,2020-10-01,15:03,,5,川偉汽車修配廠,民章企業股份有限公司,台灣宅配通 南投營業所,川偉汽車修配廠,粉紅櫃檳榔攤,Auto repair shop,Building materials store,Courier service,Auto repair shop,Winery
280,1,120.6993273,23.8015269,2020-10-01,15:08,,5,林內水門,經濟部水利署第四河川局機具保管場,元金砂礫股份有限公司,菇王食品企業有限公司,溫河砂石有限公司,Park,Government office,,Food manufacturing supply,Manufacturer
281,1,120.6361485,23.77565339,2020-10-01,15:14,,5,裕豐草莓園,林內幸福草莓園,原立事業有限公司,焢番薯、玉米,重興犬舍,Dude ranch,Orchard,Company,Restaurant,Pet store
282,1,120.5448044,23.60876723,2020-10-01,15:23,,5,古坑服務區,台灣中油-古坑服務區站,興昌國小,新興通天宮,道聖府,Toll road rest stop,Gas station,School,Place of worship,Place of worship
283,1,120.5024826,23.56835591,2020-10-01,16:02,,5,南華大學,南華大學中道樓,Nanhua University Library,7-ELEVEN 妙禎門市,南華大學學海堂,Private university,University department,University library,Convenience store,University
284,1,120.4854566,23.51432516,2020-10-01,16:09,,5,三興國小,民雄金桔觀光工廠,琪琪健康舖,旺萊山鳳梨文化園區,橙舍,Elementary school,Tourist attraction,Dessert shop,Tourist attraction,Student dormitory
285,1,120.494297,23.49240637,2020-10-01,16:14,,5,明儀養鹿農場,鹿鳴山養生事業,玄聖宮-天上聖母,將爺廟,會家厝,Livestock breeder,store,Place of worship,Place of worship,Place of worship
286,1,120.4895593,23.4568995,2020-10-01,16:16,,5,幸福農場,虎頭崁埤風景區,酵母寶寶的異想世界,興昌工業社,北天宮-北極玄天上帝,Orchard,Scenic spot,Tourist attraction,Manufacturer,Place of worship
287,1,120.4782292,23.45167283,2020-10-01,16:20,,5,嘉義酒廠,玉山高粱酒文化園區,高育生物科技有限公司,三太造機廠股份有限公司,光泉牧場股份有限公司 嘉義廠,,Corporate office,Biotechnology company,Corporate office,Food manufacturer
288,1,120.4721433,23.45280133,2020-10-01,16:23,,5,好食早餐,𩵚魠風味魚羹,Amma's Kitchen (South Indian Restaurant),Taishin International Bank,山焙 SUNBAY（和平臥龍店）,restaurant,restaurant,restaurant,bank,cafe
289,1,120.4607171,23.45176783,2020-10-01,16:28,,5,京城銀行中埔分行,台北鵝肉-20年老店,7-ELEVEN 中埔門市,御可香手作茶,阿惠火雞肉飯,Bank,Restaurant,Convenience store,Ice cream and drink shop,Restaurant
290,1,120.4591079,23.44903862,2020-10-01,16:33,,5,85度C咖啡蛋糕飲料烘焙-嘉義中埔店,禾馨火雞肉飯,好了啦紅茶冰 嘉義中埔店,汎優造型髮軒,台灣彩券,Cafe,Restaurant,Ice cream and drink shop,Hair salon,Lottery retailer
291,1,120.4566088,23.44574128,2020-10-01,16:44,,5,湯野精品旅館 中埔館,素齋麵食館(素食),全家(中埔中華店),芭那那早餐,3-star hotel,Bakery,Restaurant,Convenience store,Restaurant,Park
292,1,120.4568935,23.44587303,2020-10-01,19:15,,5,芭那那早餐,素齋麵食館(素食),全家(中埔中華店),湯野精品旅館 中埔館,Sanhe Park,Restaurant,Restaurant,Convenience store,3-star hotel,Park
293,1,120.4565506,23.44596472,2020-10-01,19:29,,5,素齋麵食館(素食),芭那那早餐,嘉陽電腦剌繡,全家(中埔中華店),湯野精品旅館 中埔館,Restaurant,Restaurant,Embroidery service,Convenience store,Bakery
294,1,120.4568215,23.44564908,2020-10-01,19:43,,5,芭那那早餐,素齋麵食館(素食),嘉陽電腦剌繡,湯野精品旅館 中埔館,Sanhe Park,Restaurant,Restaurant,Embroidery service,3-star hotel,Park
295,1,120.4568086,23.44563132,2020-10-01,21:56,,5,芭那那早餐,素齋麵食館(素食),平實乙村,Sanhe Park,湯野精品旅館 中埔館,Restaurant,Restaurant,Townhouse complex,Park,3-star hotel